Chromosome,Start,Stop,MANE,Version
chr16,69762331,69941739,ENST00000359154,7
chr16,69951333,69963986,ENST00000288040,11
chr16,70114331,70162537,ENST00000288050,9
chr16,70173786,70186895,ENST00000541793,7
chr16,70246777,70251940,ENST00000435634,3
chr16,70252297,70289506,ENST00000261772,13
chr16,70299185,70335305,ENST00000288071,11
chr16,70346902,70373383,ENST00000302243,12
chr16,70375976,70439100,ENST00000342907,3
chr16,70454594,70480274,ENST00000288078,11
chr16,70480570,70523554,ENST00000323786,10
chr16,70523815,70577668,ENST00000302516,10
chr16,70646558,70660682,ENST00000288098,7
chr16,70661203,70686053,ENST00000338779,11
chr16,70687438,70801158,ENST00000261776,10
chr16,70802083,71230722,ENST00000393567,7
chr16,71281391,71289402,ENST00000434935,7
chr16,71358722,71390433,ENST00000302628,9
chr16,71429979,71442054,ENST00000561754,4
chr16,71447596,71462247,ENST00000647773,2
chr16,71473582,71489324,ENST00000288177,10
chr16,71526425,71538748,ENST00000539698,4
chr16,71565659,71577092,ENST00000355962,5
chr16,71626183,71636465,ENST00000268485,8
chr16,71644923,71724701,ENST00000568954,5
chr16,71728999,71808834,ENST00000299980,9
chr16,71845975,71857328,ENST00000427980,7
chr16,71859684,71884182,ENST00000425432,6
chr16,71895530,71931199,ENST00000378799,11
chr16,71929537,72000402,ENST00000620267,2
chr16,72008743,72027659,ENST00000219240,9
chr16,72054504,72061055,ENST00000355906,10
chr16,72063225,72077246,ENST00000540303,7
chr16,72084856,72093620,ENST00000268483,8
chr16,72093846,72112912,ENST00000268482,8
chr16,72119096,72172155,ENST00000237353,15
chr16,72782884,73048128,ENST00000268489,10
chr16,74296813,74306288,ENST00000219313,9
chr16,74376305,74392115,ENST00000692376,1
chr16,74408630,74421478,ENST00000682950,1
chr16,74447439,74607114,ENST00000422840,7
chr16,74621398,74666877,ENST00000361070,9
chr16,74671854,74700862,ENST00000308807,12
chr16,74712968,74774820,ENST00000219368,8
chr16,74871361,74985123,ENST00000262144,11
chr16,74999023,75110994,ENST00000335325,9
chr16,75111863,75116780,ENST00000450168,3
chr16,75148523,75172234,ENST00000570010,6
chr16,75204102,75207161,ENST00000303037,13
chr16,75218987,75224924,ENST00000361017,9
chr16,75228180,75251624,ENST00000162330,10
chr16,75293709,75433503,ENST00000283882,4
chr16,75443053,75464689,ENST00000561878,2
chr16,75472051,75495441,ENST00000332272,9
chr16,75528529,75536108,ENST00000336257,8
chr16,75536740,75556252,ENST00000258173,11
chr16,75566378,75577881,ENST00000037243,7
chr16,75596867,75623281,ENST00000564657,2
chr16,75627723,75647665,ENST00000302445,8
chr16,75647772,75657432,ENST00000300086,5
chr16,75660226,75677009,ENST00000640173,1
chr16,75693892,75701461,ENST00000633875,4
chr16,75714130,75726490,ENST00000640559,2
chr16,76277400,76560757,ENST00000611870,5
chr16,77191189,77202398,ENST00000248248,8
chr16,77199407,77213215,ENST00000378644,5
chr16,77282127,77435034,ENST00000282849,10
chr16,77722513,77742260,ENST00000268533,9
chr16,77788563,77980107,ENST00000302536,3
chr16,78022547,78032101,ENST00000299642,10
chr16,78099653,79212667,ENST00000566780,6
chr16,79593837,79600737,ENST00000326043,5
chr16,80540992,80550811,ENST00000305904,11
chr16,80597906,80804598,ENST00000570137,7
chr16,80966447,81006885,ENST00000219400,8
chr16,81007213,81031485,ENST00000305850,10
chr16,81035841,81047350,ENST00000299575,5
chr16,81060979,81077238,ENST00000299578,10
chr16,81081944,81096395,ENST00000315467,9
chr16,81238688,81291142,ENST00000258168,7
chr16,81314961,81390809,ENST00000648994,2
chr16,81444807,81711762,ENST00000537098,8
chr16,81779290,81962685,ENST00000564138,6
chr16,81988854,82011470,ENST00000328945,7
chr16,82035252,82098534,ENST00000199936,9
chr16,82148161,82170224,ENST00000258169,9
chr16,82626968,83800640,ENST00000567109,6
chr16,83807977,83819737,ENST00000433866,7
chr16,83899114,83927031,ENST00000262430,6
chr16,83953239,83966332,ENST00000393306,6
chr16,83968243,84002776,ENST00000305202,9
chr16,84009666,84042795,ENST00000299709,8
chr16,84053762,84116942,ENST00000343411,8
chr16,84122140,84145177,ENST00000219439,9
chr16,84145307,84177918,ENST00000378553,10
chr16,84177854,84187057,ENST00000566732,6
chr16,84191156,84197166,ENST00000315906,10
chr16,84218656,84240012,ENST00000308251,6
chr16,84294877,84329844,ENST00000219454,10
chr16,84368537,84464187,ENST00000262429,9
chr16,84476354,84504659,ENST00000343629,11
chr16,84565595,84618078,ENST00000262428,5
chr16,84648510,84667686,ENST00000564996,6
chr16,84699999,84779922,ENST00000219473,12
chr16,84819984,84909508,ENST00000262424,10
chr16,84974174,85011535,ENST00000313732,9
chr16,85027794,85094218,ENST00000683363,1
chr16,85098357,85112472,ENST00000539556,6
chr16,85613321,85676200,ENST00000253458,12
chr16,85676197,85688954,ENST00000253462,8
chr16,85707516,85751096,ENST00000284245,9
chr16,85778623,85799544,ENST00000253457,8
chr16,85799694,85807068,ENST00000253452,8
chr16,85899161,85922606,ENST00000268638,10
chr16,86510526,86515422,ENST00000262426,6
chr16,86530185,86555235,ENST00000360900,11
chr16,86566828,86569728,ENST00000649859,1
chr16,86578548,86583478,ENST00000320241,5
chr16,87302813,87317392,ENST00000567970,2
chr16,87326986,87383776,ENST00000311635,12
chr16,87392335,87404774,ENST00000268607,10
chr16,87406247,87493024,ENST00000671377,2
chr16,87602507,87698156,ENST00000284262,3
chr16,87707811,87765986,ENST00000270583,10
chr16,87830022,87869507,ENST00000261622,5
chr16,87888012,87936529,ENST00000649794,3
chr16,87951433,88077316,ENST00000682872,1
chr16,88382958,88440753,ENST00000565624,3
chr16,88453279,88537031,ENST00000319555,8
chr16,88570402,88631964,ENST00000301011,10
chr16,88638571,88640468,ENST00000244241,5
chr16,88643288,88651053,ENST00000261623,8
chr16,88651939,88663091,ENST00000301012,8
chr16,88677687,88686507,ENST00000332281,6
chr16,88696500,88706408,ENST00000312838,9
chr16,88706502,88715396,ENST00000453996,7
chr16,88715337,88785220,ENST00000301015,14
chr16,88803788,88809258,ENST00000301019,9
chr16,88809338,88811928,ENST00000378364,8
chr16,88813733,88856947,ENST00000268695,10
chr16,88857126,88862678,ENST00000696289,1
chr16,88863332,88866660,ENST00000419291,7
chr16,88874857,88977207,ENST00000268679,9
chr16,89093851,89156233,ENST00000614302,5
chr16,89171747,89195492,ENST00000289746,3
chr16,89195760,89200537,ENST00000682282,1
chr16,89217702,89237141,ENST00000433976,7
chr16,89267629,89490561,ENST00000301030,10
chr16,89317045,89418292,ENST00000711617,1
chr16,89508402,89557766,ENST00000645818,2
chr16,89560681,89564542,ENST00000311528,10
chr16,89575757,89597246,ENST00000319518,13
chr16,89613641,89638433,ENST00000690203,1
chr16,89644434,89657708,ENST00000397901,8
chr16,89657835,89670458,ENST00000579310,6
chr16,89686688,89696354,ENST00000353379,12
chr16,89696356,89701705,ENST00000289805,10
chr16,89707133,89720898,ENST00000389386,8
chr16,89721536,89740925,ENST00000443381,7
chr16,89737548,89816647,ENST00000389301,8
chr16,89828474,89871319,ENST00000378247,8
chr16,89873591,89911379,ENST00000263346,13
chr16,89918861,89920972,ENST00000555147,2
chr16,89923341,89936097,ENST00000315491,12
chr16,89948754,89968060,ENST00000563594,6
chr16,90004870,90019456,ENST00000002501,11
chr16,90022679,90044960,ENST00000268699,9
chr16,90056565,90077331,ENST00000449207,8
chr17,137568,139067,ENST00000595228,4
chr17,142788,181650,ENST00000613549,3
chr17,212388,352807,ENST00000331302,12
chr17,410324,414666,ENST00000360127,7
chr17,508667,714839,ENST00000437048,7
chr17,732595,742968,ENST00000308278,13
chr17,744420,752264,ENST00000319004,6
chr17,759329,782280,ENST00000301329,11
chr17,782352,792509,ENST00000304478,9
chr17,799309,979776,ENST00000336868,8
chr17,997128,1003671,ENST00000327158,5
chr17,1003518,1179981,ENST00000302538,10
chr17,1270443,1271815,ENST00000391429,2
chr17,1279661,1300978,ENST00000333813,4
chr17,1344274,1400222,ENST00000264335,13
chr17,1420692,1456232,ENST00000300574,3
chr17,1464185,1492686,ENST00000648651,1
chr17,1494576,1516612,ENST00000421807,7
chr17,1517717,1562792,ENST00000313486,12
chr17,1569267,1628834,ENST00000301335,10
chr17,1633857,1645732,ENST00000263071,9
chr17,1646149,1649866,ENST00000301336,7
chr17,1650628,1684867,ENST00000304992,11
chr17,1702815,1710377,ENST00000330676,8
chr17,1724703,1738585,ENST00000409644,6
chr17,1742870,1755265,ENST00000453066,6
chr17,1762059,1777565,ENST00000254722,9
chr17,1779484,1829902,ENST00000305513,12
chr17,1830004,1900082,ENST00000254719,10
chr17,1934676,2025334,ENST00000331238,7
chr17,2030152,2043898,ENST00000263083,12
chr17,2042021,2043425,ENST00000572195,3
chr17,2055102,2063241,ENST00000619757,5
chr17,2059842,2303785,ENST00000263073,11
chr17,2303949,2325260,ENST00000344595,10
chr17,2322395,2336457,ENST00000301364,10
chr17,2337500,2381054,ENST00000268989,8
chr17,2384072,2401060,ENST00000174618,5
chr17,2416048,2511888,ENST00000263092,11
chr17,2593653,2685615,ENST00000397195,10
chr17,2689386,2711764,ENST00000651024,2
chr17,2720800,2749652,ENST00000614400,2
chr17,2796437,3037741,ENST00000254695,13
chr17,3062668,3063607,ENST00000575751,1
chr17,3088483,3104422,ENST00000641833,1
chr17,3126609,3127551,ENST00000328890,3
chr17,3197518,3198448,ENST00000381951,1
chr17,3207666,3218896,ENST00000641732,2
chr17,3276176,3386308,ENST00000573901,3
chr17,3291016,3298360,ENST00000323404,2
chr17,3385929,3386874,ENST00000572493,2
chr17,3397103,3398410,ENST00000322608,2
chr17,3411369,3424070,ENST00000641141,1
chr17,3432869,3433841,ENST00000248384,1
chr17,3440018,3471819,ENST00000572969,6
chr17,3475996,3503405,ENST00000263080,3
chr17,3510501,3557812,ENST00000576742,6
chr17,3565445,3609411,ENST00000572705,2
chr17,3608239,3636250,ENST00000225519,5
chr17,3636759,3663103,ENST00000046640,9
chr17,3662894,3668578,ENST00000225525,4
chr17,3668811,3669665,ENST00000248378,6
chr17,3673226,3696155,ENST00000225328,10
chr17,3714627,3801188,ENST00000263087,9
chr17,3723902,3726699,ENST00000325418,5
chr17,3802157,3846246,ENST00000389005,6
chr17,3860314,3893053,ENST00000348335,7
chr17,3896591,3916465,ENST00000225538,4
chr17,3923872,3964437,ENST00000397041,8
chr17,4004444,4143030,ENST00000381638,7
chr17,4143196,4157697,ENST00000301391,8
chr17,4163820,4263979,ENST00000341657,9
chr17,4269258,4366675,ENST00000396981,7
chr17,4433939,4488204,ENST00000355530,7
chr17,4498880,4539035,ENST00000329078,8
chr17,4538903,4555384,ENST00000254718,9
chr17,4556926,4560577,ENST00000381550,8
chr17,4584528,4608319,ENST00000389313,9
chr17,4630918,4641678,ENST00000293761,8
chr17,4669773,4704137,ENST00000572293,7
chr17,4710631,4721497,ENST00000269260,7
chr17,4731427,4733607,ENST00000293777,6
chr17,4733532,4739928,ENST00000293778,12
chr17,4739832,4746113,ENST00000433935,6
chr17,4771885,4783211,ENST00000270560,4
chr17,4785284,4786364,ENST00000328739,6
chr17,4788963,4790589,ENST00000331264,8
chr17,4796163,4798495,ENST00000270586,8
chr17,4801158,4802328,ENST00000635921,2
chr17,4807151,4823430,ENST00000263088,11
chr17,4833339,4898061,ENST00000355280,11
chr17,4897770,4903098,ENST00000649488,2
chr17,4899535,4902934,ENST00000381365,4
chr17,4932276,4935023,ENST00000329125,6
chr17,4937129,4940046,ENST00000225665,12
chr17,4940267,4945222,ENST00000262482,11
chr17,4945651,4948530,ENST00000225655,6
chr17,4951118,4957129,ENST00000519602,6
chr17,4959225,4967817,ENST00000206020,8
chr17,4967996,4987675,ENST00000348066,8
chr17,4988129,4997522,ENST00000695324,1
chr17,4997949,5028401,ENST00000320785,10
chr17,5032601,5035426,ENST00000254853,10
chr17,5078466,5096374,ENST00000318833,4
chr17,5105735,5111878,ENST00000250076,8
chr17,5116031,5174991,ENST00000574788,6
chr17,5179534,5191868,ENST00000575779,2
chr17,5208919,5234860,ENST00000574081,6
chr17,5282283,5386340,ENST00000537505,6
chr17,5384832,5419662,ENST00000573584,6
chr17,5420181,5432877,ENST00000381209,8
chr17,5432776,5439155,ENST00000225698,8
chr17,5440916,5468982,ENST00000225296,8
chr17,5471253,5486178,ENST00000158771,9
chr17,5486565,5490811,ENST00000611091,5
chr17,5499426,5501006,ENST00000568641,2
chr17,5514117,5584509,ENST00000572272,6
chr17,6070378,6124427,ENST00000317744,10
chr17,6423737,6435121,ENST00000381129,8
chr17,6444454,6451469,ENST00000572447,6
chr17,6451262,6556555,ENST00000262483,13
chr17,6578146,6640711,ENST00000361413,8
chr17,6636779,6640316,ENST00000713584,1
chr17,6641059,6644541,ENST00000250101,10
chr17,6643310,6651605,ENST00000225728,8
chr17,6651761,6653476,ENST00000542475,3
chr17,6684718,6713369,ENST00000433363,7
chr17,6756045,6775647,ENST00000361842,8
chr17,6776214,6787646,ENST00000321535,5
chr17,6797992,6831729,ENST00000338694,7
chr17,6996048,7010754,ENST00000251535,11
chr17,7012623,7014532,ENST00000593646,6
chr17,7014781,7017520,ENST00000439424,6
chr17,7023049,7029644,ENST00000293805,10
chr17,7036014,7040117,ENST00000308027,7
chr17,7041620,7044092,ENST00000574600,3
chr17,7074536,7080251,ENST00000416562,7
chr17,7101325,7114822,ENST00000691900,1
chr17,7173430,7179370,ENST00000269299,8
chr17,7187186,7217627,ENST00000399506,9
chr17,7219937,7225266,ENST00000356839,10
chr17,7225341,7234517,ENST00000005340,10
chr17,7235037,7239457,ENST00000320316,8
chr17,7240007,7242449,ENST00000302386,10
chr17,7243590,7251734,ENST00000574322,6
chr17,7252214,7259937,ENST00000396628,7
chr17,7259902,7262478,ENST00000360325,11
chr17,7281717,7288257,ENST00000317370,13
chr17,7288262,7294639,ENST00000007699,10
chr17,7307627,7312463,ENST00000336458,13
chr17,7312660,7315360,ENST00000380728,7
chr17,7315627,7329335,ENST00000399464,7
chr17,7336528,7351477,ENST00000158762,8
chr17,7352161,7354944,ENST00000333751,8
chr17,7355155,7357219,ENST00000576060,6
chr17,7381088,7389742,ENST00000688331,1
chr17,7389726,7394525,ENST00000619711,5
chr17,7402974,7404097,ENST00000302422,4
chr17,7407844,7419860,ENST00000302926,7
chr17,7420323,7421632,ENST00000323675,4
chr17,7425615,7427568,ENST00000333870,8
chr17,7428856,7432820,ENST00000636696,4
chr17,7435434,7437679,ENST00000323206,2
chr17,7439511,7444937,ENST00000293829,9
chr17,7445060,7457710,ENST00000306071,7
chr17,7459377,7479631,ENST00000380599,9
chr17,7481445,7483496,ENST00000412468,4
chr17,7549057,7557881,ENST00000293825,11
chr17,7558749,7561601,ENST00000338784,9
chr17,7561918,7571969,ENST00000321337,12
chr17,7572824,7579006,ENST00000293831,13
chr17,7579637,7582111,ENST00000250092,11
chr17,7583851,7588212,ENST00000250124,11
chr17,7588177,7590094,ENST00000250055,3
chr17,7591229,7614897,ENST00000250113,12
chr17,7626233,7627821,ENST00000269298,10
chr17,7630134,7633372,ENST00000380450,9
chr17,7650925,7657770,ENST00000250111,9
chr17,7668420,7687490,ENST00000269305,9
chr17,7688476,7703502,ENST00000396463,7
chr17,7705201,7711372,ENST00000226091,3
chr17,7717743,7833742,ENST00000572933,6
chr17,7834216,7854796,ENST00000448097,7
chr17,7855065,7856099,ENST00000301599,7
chr17,7856684,7857559,ENST00000575771,6
chr17,7858002,7862282,ENST00000332439,5
chr17,7888788,7912755,ENST00000330494,12
chr17,7913338,7916289,ENST00000324348,9
chr17,7921858,7929856,ENST00000303790,3
chr17,7930348,7931946,ENST00000303731,9
chr17,7932205,7949920,ENST00000563694,6
chr17,8002614,8020342,ENST00000254854,5
chr17,8039058,8049134,ENST00000380183,9
chr17,8072635,8087716,ENST00000647874,1
chr17,8095899,8118514,ENST00000448843,7
chr17,8120591,8124106,ENST00000541682,7
chr17,8140471,8152404,ENST00000317276,9
chr17,8159148,8162948,ENST00000316509,11
chr17,8172456,8176380,ENST00000437139,7
chr17,8188344,8190180,ENST00000389017,6
chr17,8204733,8210575,ENST00000585124,6
chr17,8224814,8248056,ENST00000651323,1
chr17,8249288,8270486,ENST00000314666,11
chr17,8288669,8290087,ENST00000226105,11
chr17,8290060,8295400,ENST00000577745,2
chr17,8310240,8322511,ENST00000361926,8
chr17,8339839,8346046,ENST00000328248,7
chr17,8358821,8376704,ENST00000396267,3
chr17,8377515,8383193,ENST00000648839,1
chr17,8390701,8397827,ENST00000399398,3
chr17,8435883,8468163,ENST00000334527,12
chr17,8474223,8630725,ENST00000360416,8
chr17,8729934,8744836,ENST00000293845,8
chr17,8750852,8758546,ENST00000689094,1
chr17,8797109,8799365,ENST00000329805,6
chr17,8802721,8867674,ENST00000619866,5
chr17,8878915,8965707,ENST00000447110,6
chr17,9021509,9244000,ENST00000173229,7
chr17,9250470,9575820,ENST00000306357,9
chr17,9576641,9643447,ENST00000352665,10
chr17,9645516,9729687,ENST00000285199,12
chr17,9771437,9791592,ENST00000571134,2
chr17,9800607,9822079,ENST00000399363,5
chr17,9825923,9892099,ENST00000262441,10
chr17,9896319,9905271,ENST00000226193,6
chr17,9910605,10198606,ENST00000432992,7
chr17,10300864,10373006,ENST00000252172,9
chr17,10390321,10421950,ENST00000403437,2
chr17,10443289,10469559,ENST00000255381,2
chr17,10492306,10518542,ENST00000226207,6
chr17,10521147,10549658,ENST00000245503,10
chr17,10628531,10657309,ENST00000583535,6
chr17,10672473,10697533,ENST00000255390,10
chr17,10697593,10711558,ENST00000379774,5
chr17,10713294,10730023,ENST00000341871,8
chr17,10794907,10804099,ENST00000581851,2
chr17,10822469,10838087,ENST00000580256,3
chr17,11241212,11564063,ENST00000441885,8
chr17,11598469,11969748,ENST00000262442,9
chr17,11977438,11997475,ENST00000580306,7
chr17,12020876,12143828,ENST00000353533,10
chr17,12665889,12768949,ENST00000425538,6
chr17,12789497,12991643,ENST00000379672,10
chr17,12991611,13018027,ENST00000338034,9
chr17,13494031,13601929,ENST00000284110,2
chr17,14069503,14208677,ENST00000261643,8
chr17,14235672,14236862,ENST00000420162,7
chr17,14301080,14349404,ENST00000360954,3
chr17,15229778,15265326,ENST00000312280,9
chr17,15303811,15341597,ENST00000395930,6
chr17,15436014,15467621,ENST00000619038,5
chr17,15536979,15563483,ENST00000518321,6
chr17,15583885,15619704,ENST00000395906,8
chr17,15627965,15684311,ENST00000649191,2
chr17,15699751,15720787,ENST00000583566,6
chr17,15732282,15744782,ENST00000437605,4
chr17,15945129,15975746,ENST00000304222,3
chr17,15976559,15999704,ENST00000399277,6
chr17,15999823,16029404,ENST00000261647,10
chr17,16029156,16215534,ENST00000268712,8
chr17,16217209,16326411,ENST00000225609,10
chr17,16342536,16353469,ENST00000299736,5
chr17,16381090,16382740,ENST00000302182,8
chr17,16415570,16437003,ENST00000338560,12
chr17,16441576,16492193,ENST00000470794,2
chr17,16546953,16569204,ENST00000395825,4
chr17,16620733,16653850,ENST00000311331,12
chr17,16690240,16777881,ENST00000399273,5
chr17,16939080,16972118,ENST00000261652,7
chr17,17042456,17192643,ENST00000651222,2
chr17,17200994,17206333,ENST00000321560,4
chr17,17212211,17237168,ENST00000285071,9
chr17,17246615,17281246,ENST00000268717,10
chr17,17303372,17347663,ENST00000389022,9
chr17,17476999,17493221,ENST00000268711,4
chr17,17494436,17496395,ENST00000225688,4
chr17,17505562,17591708,ENST00000255389,10
chr17,17681457,17811453,ENST00000353383,6
chr17,17811333,17836986,ENST00000261646,11
chr17,17843510,17972400,ENST00000379504,8
chr17,17972861,18016889,ENST00000399187,6
chr17,18018020,18039168,ENST00000474627,8
chr17,18039407,18068405,ENST00000268719,9
chr17,18087947,18107969,ENST00000225729,8
chr17,18108755,18179800,ENST00000647165,2
chr17,18183827,18209954,ENST00000399138,5
chr17,18225634,18244875,ENST00000316843,9
chr17,18244814,18258738,ENST00000327031,9
chr17,18260661,18266552,ENST00000323019,9
chr17,18271427,18314994,ENST00000321105,10
chr17,18315292,18328056,ENST00000406438,5
chr17,18327872,18363550,ENST00000316694,8
chr17,18377777,18389647,ENST00000399134,5
chr17,18476788,18494945,ENST00000328114,11
chr17,18634246,18644391,ENST00000405044,7
chr17,18667628,18682314,ENST00000395675,7
chr17,18744053,18779349,ENST00000395665,9
chr17,18781182,18806714,ENST00000307767,13
chr17,18858130,18931287,ENST00000268835,7
chr17,18952164,19022565,ENST00000395645,4
chr17,18968788,19004764,ENST00000388995,11
chr17,19020655,19046957,ENST00000284154,10
chr17,19127588,19159187,ENST00000344415,9
chr17,19237365,19336715,ENST00000314728,10
chr17,19343174,19362723,ENST00000261499,11
chr17,19378497,19383544,ENST00000395604,8
chr17,19383444,19387190,ENST00000299610,5
chr17,19411231,19417276,ENST00000461366,2
chr17,19533853,19579034,ENST00000270570,8
chr17,19648750,19677596,ENST00000176643,11
chr17,19678316,19716584,ENST00000433844,4
chr17,19737988,19748298,ENST00000225740,11
chr17,19770829,19867936,ENST00000395544,9
chr17,19904301,19977828,ENST00000225737,11
chr17,20009358,20319026,ENST00000395527,9
chr17,20449394,20467539,ENST00000423676,8
chr17,20579723,20580911,ENST00000399044,1
chr17,20999595,21043011,ENST00000261497,9
chr17,21126963,21191420,ENST00000395511,8
chr17,21197953,21214161,ENST00000317635,6
chr17,21238869,21253410,ENST00000611551,1
chr17,21284710,21315232,ENST00000342679,9
chr17,21376356,21419870,ENST00000583088,6
chr17,21692522,21704612,ENST00000567955,3
chr17,27294113,27315926,ENST00000262394,7
chr17,27456447,27626435,ENST00000644974,2
chr17,27631187,27649560,ENST00000395473,7
chr17,27756765,27800529,ENST00000313735,11
chr17,27878357,27893365,ENST00000379102,8
chr17,28042676,28196381,ENST00000407008,8
chr17,28319199,28328685,ENST00000226230,8
chr17,28328325,28335472,ENST00000395418,8
chr17,28335760,28347009,ENST00000226225,7
chr17,28346632,28357527,ENST00000540200,6
chr17,28357646,28363683,ENST00000292114,8
chr17,28363505,28365199,ENST00000536498,6
chr17,28367283,28370307,ENST00000226218,9
chr17,28371693,28404049,ENST00000585482,6
chr17,28394641,28406212,ENST00000612814,5
chr17,28473643,28497781,ENST00000314669,10
chr17,28506347,28538900,ENST00000579795,6
chr17,28546707,28552624,ENST00000335765,9
chr17,28553386,28571524,ENST00000308360,8
chr17,28573119,28576895,ENST00000226253,9
chr17,28577573,28599025,ENST00000321765,10
chr17,28607962,28614185,ENST00000301037,11
chr17,28614445,28645158,ENST00000528896,7
chr17,28648345,28661906,ENST00000247020,9
chr17,28662204,28702679,ENST00000314616,11
chr17,28703196,28711888,ENST00000682792,1
chr17,28714283,28717868,ENST00000395245,9
chr17,28719984,28724359,ENST00000422514,7
chr17,28724347,28726233,ENST00000292090,8
chr17,28728787,28743455,ENST00000268766,11
chr17,28744010,28750956,ENST00000262395,10
chr17,28755979,28842790,ENST00000581407,6
chr17,28855015,28861061,ENST00000254928,10
chr17,28879338,28897733,ENST00000394908,9
chr17,28897780,28903079,ENST00000378895,9
chr17,28905249,28951518,ENST00000332830,9
chr17,28954904,29006033,ENST00000317338,17
chr17,29043140,29057216,ENST00000323372,9
chr17,29071121,29180398,ENST00000527372,7
chr17,29246858,29254494,ENST00000225387,8
chr17,29255838,29294148,ENST00000225388,9
chr17,29390362,29551903,ENST00000261716,8
chr17,29560546,29567037,ENST00000307201,5
chr17,29568700,29573157,ENST00000301057,8
chr17,29573474,29589648,ENST00000225394,8
chr17,29593131,29614761,ENST00000394859,8
chr17,29614761,29622912,ENST00000388767,8
chr17,29625937,29930228,ENST00000540801,6
chr17,29941633,30108452,ENST00000394835,8
chr17,30116815,30186475,ENST00000247026,10
chr17,30194318,30235697,ENST00000650711,1
chr17,30248202,30291944,ENST00000261714,11
chr17,30316332,30334057,ENST00000328886,5
chr17,30378926,30469989,ENST00000225719,9
chr17,30477407,30527592,ENST00000451249,7
chr17,30782683,30824692,ENST00000324238,7
chr17,30831965,30895869,ENST00000321990,5
chr17,30898985,30906238,ENST00000581216,6
chr17,30921944,30959322,ENST00000330889,8
chr17,30971038,30999911,ENST00000328381,10
chr17,31094976,31377675,ENST00000358273,9
chr17,31294646,31297239,ENST00000247271,5
chr17,31303769,31314054,ENST00000330927,5
chr17,31316409,31321622,ENST00000462804,3
chr17,31391674,31538211,ENST00000621161,5
chr17,31851870,31859244,ENST00000302362,11
chr17,31860903,31901708,ENST00000261708,9
chr17,31937006,32001038,ENST00000322652,10
chr17,32007382,32053487,ENST00000543378,7
chr17,32142501,32225727,ENST00000545287,7
chr17,32265831,32324659,ENST00000269051,9
chr17,32328440,32342173,ENST00000577809,6
chr17,32350156,32381885,ENST00000394670,9
chr17,32444509,32483319,ENST00000261712,8
chr17,32486992,32491253,ENST00000313401,4
chr17,32492521,32877124,ENST00000318217,10
chr17,32895432,32906586,ENST00000704639,1
chr17,32928152,32944315,ENST00000579849,6
chr17,32991846,32997877,ENST00000269053,8
chr17,33013086,33293295,ENST00000225823,7
chr17,34255284,34257203,ENST00000225831,4
chr17,34270220,34272242,ENST00000378569,2
chr17,34285741,34288334,ENST00000305869,4
chr17,34319434,34321402,ENST00000394620,2
chr17,34356479,34358610,ENST00000225844,7
chr17,34360327,34363233,ENST00000225842,4
chr17,34579581,34639318,ENST00000631683,2
chr17,34927860,34961460,ENST00000314144,10
chr17,34961539,34963777,ENST00000361952,5
chr17,34980511,35009743,ENST00000378526,9
chr17,35005989,35063707,ENST00000394597,7
chr17,35092220,35119860,ENST00000345365,11
chr17,35121614,35130732,ENST00000158009,6
chr17,35128729,35142303,ENST00000442241,9
chr17,35147816,35189343,ENST00000394570,7
chr17,35192519,35194393,ENST00000297307,7
chr17,35243071,35273655,ENST00000299977,9
chr17,35350304,35373621,ENST00000685675,1
chr17,35410921,35432500,ENST00000304905,10
chr17,35435095,35448766,ENST00000285013,11
chr17,35464253,35537678,ENST00000628453,4
chr17,35543984,35560819,ENST00000674182,1
chr17,35574794,35578571,ENST00000225873,9
chr17,35587321,35726413,ENST00000610402,5
chr17,35731638,35743521,ENST00000603017,2
chr17,35744510,35753239,ENST00000604641,6
chr17,35760886,35765079,ENST00000605587,2
chr17,35765864,35795641,ENST00000605424,6
chr17,35809483,35847242,ENST00000605844,6
chr17,35854954,35868891,ENST00000604834,6
chr17,35871490,35880360,ENST00000605140,6
chr17,35918079,35930773,ENST00000620284,5
chr17,35934517,35943713,ENST00000615905,5
chr17,35976498,35981497,ENST00000611905,2
chr17,35983287,35986729,ENST00000618404,5
chr17,35997581,36001553,ENST00000617897,2
chr17,36013057,36017972,ENST00000615050,2
chr17,36064271,36072032,ENST00000616054,2
chr17,36088255,36090143,ENST00000613922,2
chr17,36103826,36105614,ENST00000615863,2
chr17,36165682,36176636,ENST00000611257,5
chr17,36194868,36196758,ENST00000619989,1
chr17,36211062,36212873,ENST00000617405,5
chr17,36253638,36264570,ENST00000621034,2
chr17,36323883,36334759,ENST00000569055,2
chr17,36377530,36388435,ENST00000610350,4
chr17,36486680,36495822,ENST00000617429,5
chr17,36495635,36534868,ENST00000614623,5
chr17,36534986,36539303,ENST00000614443,2
chr17,36544918,36589848,ENST00000613102,5
chr17,36591878,36600804,ENST00000618403,5
chr17,36601582,36608964,ENST00000614766,5
chr17,36937474,36944612,ENST00000614239,1
chr17,36948953,37056871,ENST00000619387,5
chr17,37084991,37406836,ENST00000616317,5
chr17,37375984,37392708,ENST00000615133,2
chr17,37406885,37479725,ENST00000615182,5
chr17,37489890,37513498,ENST00000617516,5
chr17,37514806,37609418,ENST00000612223,5
chr17,37609738,37643446,ENST00000617633,5
chr17,37686430,37745059,ENST00000617811,5
chr17,37924414,37935371,ENST00000620247,2
chr17,37978154,37989060,ENST00000612727,5
chr17,38003975,38014908,ENST00000616101,5
